,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
42580,223749659,purchase,2014-02-10,Distrib B,,Dist Partners,Status Indicator Sm,203
28256,223750165,purchase,2013-11-14,Amazon.com,,Retail,Launch Button,699
30958,223750165,purchase,2014-01-23,Best Buy,,Retail,Base Station,47
43034,223750165,purchase,2014-09-09,Target,,Retail,Status Indicator Sm,203
43035,223750165,purchase,2014-10-28,Target,,Retail,Status Indicator Sm,203
24449,223752189,purchase,2013-10-03,online,,Dist Partners,Dashboard,344
42327,223752695,purchase,2014-02-11,online partner,,Online,Status Indicator Sm,203
43562,223752695,purchase,2014-02-11,online partner,,Online,Base Station,47
29447,223752695,purchase,2014-08-11,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
30091,223753201,purchase,2013-12-10,other,,Dist Partners,Status Indicator Md,295
30582,223753201,purchase,2013-12-17,other,,Dist Partners,Base Station,47
29371,223753201,purchase,2014-02-07,other,,Dist Partners,Status Indicator Sm,203
32721,223753201,purchase,2014-02-07,other,,Dist Partners,Status Indicator Sm,203
36612,223753707,purchase,2013-11-22,Computer Discounter,,Dist Partners,Status Indicator Md,295
36613,223753707,purchase,2013-11-22,Computer Discounter,,Dist Partners,Status Indicator Md,295
37110,223753707,purchase,2013-12-19,Computer Discounter,,Dist Partners,Base Station,47
35934,223753707,purchase,2014-05-29,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43868,223754719,purchase,2014-02-03,Electronic Exp,,Dist Partners,Base Station,47
39834,223754719,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
39835,223754719,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
42654,223754719,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
42655,223754719,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
33255,223754719,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
37447,223756237,purchase,2013-12-30,online,,Online,Base Station,47
39537,223756237,purchase,2013-12-30,online,,Online,Status Indicator Sm,203
24693,223757249,purchase,2013-07-19,Computer Discounter,,Dist Partners,Status Indicator Lg,397
29105,223757249,purchase,2013-07-19,Computer Discounter,,Dist Partners,Status Indicator Lg,397
30780,223757249,purchase,2013-10-21,Computer Discounter,,Dist Partners,Base Station,47
24692,223757249,purchase,2013-10-24,Computer Discounter,,Dist Partners,Status Indicator Lg,397
29574,223757249,purchase,2014-03-10,Computer Discounter,,Dist Partners,Status Indicator Sm,203
42393,223757249,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
45662,223757249,purchase,2014-12-31,Computer Discounter,,Dist Partners,Dashboard,344
43572,223757755,purchase,2014-01-16,online,,Dist Partners,Base Station,47
42339,223757755,purchase,2014-02-06,online,,Dist Partners,Status Indicator Sm,203
42340,223757755,purchase,2014-02-06,online,,Dist Partners,Status Indicator Sm,203
30645,223758261,purchase,2014-02-06,Distrib A,,Dist Partners,Base Station,47
24958,223758261,purchase,2014-02-12,Distrib A,,Dist Partners,Status Indicator Sm,203
35778,223758261,purchase,2014-08-08,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
41033,223759779,purchase,2013-11-04,Best Buy,,Retail,Base Station,47
40363,223759779,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Md,295
43366,223759779,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Md,295
39127,223759779,purchase,2013-11-25,Best Buy,,Retail,Status Indicator Lg,397
41596,223759779,purchase,2014-01-06,Cambridge,,Retail,Dashboard + Monitor,502
41869,223759779,purchase,2014-01-17,Cambridge,,Retail,Dashboard,344
29938,223759779,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33304,223759779,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
35697,223761297,purchase,2013-10-09,Best Buy,,Retail,Status Indicator Lg,397
37397,223761297,purchase,2013-12-06,Best Buy,,Retail,Base Station,47
42896,223761297,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
36225,223761803,purchase,2014-02-07,Apley,,Retail,Status Indicator Sm,203
23953,223763321,purchase,2013-12-27,other,,Retail,Launch Button,699
25503,223763321,purchase,2014-01-06,other,,Retail,Status Indicator Md,295
28598,223763321,purchase,2014-02-13,other,,Retail,Spy Camera,699
25954,223763321,purchase,2014-02-18,other,,Retail,Base Station,47
25504,223763321,purchase,2014-02-25,other,,Retail,Status Indicator Md,295
29424,223763321,purchase,2014-02-25,other,,Retail,Status Indicator Sm,203
33835,223763827,purchase,2013-12-17,Thayer,,Dist Partners,Base Station,47
32680,223763827,purchase,2014-01-14,Thayer,,Dist Partners,Status Indicator Sm,203
32681,223763827,purchase,2014-01-14,Thayer,,Dist Partners,Status Indicator Sm,203
24837,223764333,purchase,2014-01-29,Distrib A,,Dist Partners,Status Indicator Sm,203
29286,223764333,purchase,2014-01-29,Distrib A,,Dist Partners,Status Indicator Sm,203
30664,223764333,purchase,2014-03-07,Distrib A,,Dist Partners,Base Station,47
40357,223764839,purchase,2013-06-03,other,,Dist Partners,Status Indicator Md,295
47496,223765345,purchase,2013-11-06,Apley,,,Status Indicator Md,295
15164,223765851,purchase,2013-08-05,online,,Dist Partners,Launch Button,699
15266,223765851,purchase,2013-09-03,online,,Dist Partners,Status Indicator Md,295
43358,223765851,purchase,2014-10-23,online,,Dist Partners,Status Indicator Md,295
37466,223766357,purchase,2013-12-06,other,,Online,Base Station,47
32470,223766357,purchase,2013-12-31,other,,Online,Status Indicator Lg,397
31998,223766357,purchase,2014-01-28,other,,Dist Partners,Alarm,699
36268,223766357,purchase,2014-01-28,other,,Dist Partners,Status Indicator Sm,203
34809,223766357,purchase,2014-02-25,other,,Dist Partners,Launch Button,699
36269,223766357,purchase,2014-03-19,other,,Dist Partners,Status Indicator Sm,203
39563,223766357,purchase,2014-03-19,other,,Dist Partners,Status Indicator Sm,203
37320,223766863,purchase,2013-12-26,Amazon.com,,Retail,Base Station,47
36136,223766863,purchase,2014-02-04,Amazon.com,,Retail,Status Indicator Sm,203
25903,223768381,purchase,2013-11-01,Best Buy,,Retail,Base Station,47
36474,223768381,purchase,2014-04-22,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33271,223768381,purchase,2014-10-14,other,code2,Other,Status Indicator Sm,203
38581,223768887,purchase,2013-10-22,Distrib B,,Dist Partners,Dashboard,344
30492,223769393,purchase,2014-01-06,DSG,,Retail,Base Station,47
29305,223769393,purchase,2014-01-13,DSG,,Retail,Status Indicator Sm,203
29303,223769393,purchase,2014-01-24,other,,Dist Partners,Status Indicator Sm,203
28746,223769393,purchase,2014-02-07,other,,Dist Partners,Dashboard,344
29304,223769393,purchase,2014-02-21,DSG,,Retail,Status Indicator Sm,203
42092,223769899,purchase,2013-11-14,Best Buy,,Retail,Status Indicator Lg,397
39705,223769899,purchase,2013-11-27,Best Buy,,Retail,Status Indicator Sm,203
43798,223769899,purchase,2014-01-23,Best Buy,,Retail,Base Station,47
39706,223769899,purchase,2014-02-13,Best Buy,,Retail,Status Indicator Sm,203
30316,223769899,purchase,2014-04-17,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
30317,223769899,purchase,2014-04-17,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
28268,223769899,purchase,2014-05-29,Flagship Stores,,Holographic Commerce,Launch Button,699
28694,223769899,purchase,2014-06-05,Flagship Stores,,Holographic Commerce,Alarm,699
46136,223769899,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
39015,223770405,purchase,2013-09-16,Distrib A,,Dist Partners,Status Indicator Lg,397
33082,223770405,purchase,2014-01-31,Distrib A,,Dist Partners,Status Indicator Sm,203
33083,223770405,purchase,2014-01-31,Distrib A,,Dist Partners,Status Indicator Sm,203
39629,223770405,purchase,2014-01-31,Distrib A,,Dist Partners,Status Indicator Sm,203
42528,223770405,purchase,2014-01-31,Distrib A,,Dist Partners,Status Indicator Sm,203
42529,223770405,purchase,2014-01-31,Distrib A,,Dist Partners,Status Indicator Sm,203
26124,223770911,purchase,2013-11-15,other,,Dist Partners,Base Station,47
30280,223770911,purchase,2013-11-15,other,,Dist Partners,Status Indicator Md,295
46009,223770911,purchase,2014-10-07,other,,Dist Partners,Status Indicator Sm,203
35060,223771417,purchase,2013-11-19,Distrib C,,Retail,Dashboard + Monitor,502
36270,223771417,purchase,2014-01-09,Distrib C,,Retail,Status Indicator Sm,203
34145,223771417,purchase,2014-02-04,Distrib C,,Retail,Base Station,47
36271,223771417,purchase,2014-02-21,Best Buy,,Retail,Status Indicator Sm,203
24198,223771417,purchase,2014-06-13,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
26063,223772429,purchase,2013-09-23,Best Buy,,Retail,Base Station,47
29131,223772429,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Lg,397
29637,223772429,purchase,2014-01-21,Target,,Retail,Status Indicator Sm,203
25049,223772429,purchase,2014-02-04,Target,,Retail,Status Indicator Sm,203
45760,223772935,purchase,2013-08-14,Best Buy,,Retail,Status Indicator Lg,397
47145,223772935,purchase,2013-10-30,Best Buy,,Retail,Base Station,47
45964,223772935,purchase,2014-01-22,Best Buy,,Retail,Status Indicator Sm,203
45963,223772935,purchase,2014-01-29,Best Buy,,Retail,Status Indicator Sm,203
32727,223773441,purchase,2014-02-04,other,,Retail,Status Indicator Sm,203
25879,223773441,purchase,2014-02-05,other,,Retail,Base Station,47
38846,223773441,purchase,2014-04-21,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
28590,223774453,purchase,2014-01-23,Distrib A,,Dist Partners,Spy Camera,699
46534,223774453,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
50745,223774453,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
50746,223774453,purchase,2014-10-28,Distrib A,,Dist Partners,Status Indicator Sm,203
41016,223774959,purchase,2014-02-03,other,,Dist Partners,Base Station,47
38783,223774959,purchase,2014-02-06,other,,Dist Partners,Dashboard,344
34146,223776477,purchase,2014-03-19,online,,Online,Base Station,47
38082,223776477,purchase,2014-03-19,online,,Online,Launch Button,699
38516,223776477,purchase,2014-03-19,online,,Online,Alarm,699
47109,223776477,purchase,2014-11-20,Target,,Retail,Status Indicator Md,295
40656,223776983,purchase,2013-10-30,Best Buy,,Retail,Base Station,47
40119,223776983,purchase,2014-02-05,Best Buy,,Retail,Status Indicator Md,295
32950,223776983,purchase,2014-06-04,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
45295,223776983,purchase,2014-09-19,Best Buy,,Retail,Launch Button,699
46987,223776983,purchase,2014-10-20,Amazon.com,,Retail,Status Indicator Md,295
34006,223777489,purchase,2014-02-03,online,,Dist Partners,Base Station,47
32879,223777489,purchase,2014-02-10,Distrib B,,Dist Partners,Status Indicator Sm,203
43591,223777995,purchase,2013-11-21,Southern,,Retail,Base Station,47
42362,223777995,purchase,2014-01-24,Southern,,Retail,Status Indicator Sm,203
31645,223779007,purchase,2013-05-06,online,,Online,Dashboard + Monitor,502
32065,223779007,purchase,2014-01-29,other,,Dist Partners,Dashboard,344
28739,223779513,purchase,2014-01-13,Electronic Exp,,Dist Partners,Dashboard,344
29270,223779513,purchase,2014-01-24,Electronic Exp,,Dist Partners,Status Indicator Sm,203
42263,223779513,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43332,223780019,purchase,2014-02-06,Apley,,Retail,Status Indicator Md,295
43869,223780019,purchase,2014-02-21,Apley,,Retail,Base Station,47
40262,223780525,purchase,2013-12-17,online,,Dist Partners,Status Indicator Md,295
40882,223780525,purchase,2014-02-03,online,,Dist Partners,Base Station,47
38753,223780525,purchase,2014-02-05,Distrib B,,Dist Partners,Dashboard,344
39681,223780525,purchase,2014-02-19,online,,Dist Partners,Status Indicator Sm,203
32311,223780525,purchase,2014-10-01,Flagship Stores,,Holographic Commerce,Signal Amplifier,98
26177,223781031,purchase,2013-11-05,other,,Retail,Base Station,47
24737,223781031,purchase,2014-01-10,other,,Retail,Status Indicator Lg,397
29153,223781031,purchase,2014-02-02,other,,Retail,Status Indicator Lg,397
37312,223782043,purchase,2013-11-18,Computer Discounter,,Dist Partners,Base Station,47
35677,223782043,purchase,2013-12-16,Computer Discounter,,Dist Partners,Status Indicator Lg,397
36131,223782043,purchase,2014-01-16,Computer Discounter,,Dist Partners,Status Indicator Sm,203
43579,223783055,purchase,2013-12-09,Southern,,Retail,Base Station,47
36042,223783055,purchase,2014-01-13,Southern,,Retail,Status Indicator Sm,203
42348,223783055,purchase,2014-01-16,Southern,,Retail,Status Indicator Sm,203
42347,223783055,purchase,2014-01-31,Apley,,Retail,Status Indicator Sm,203
32388,223783561,purchase,2013-11-14,Best Buy,,Retail,Status Indicator Lg,397
33836,223784067,purchase,2013-11-18,Electronic Exp,,Dist Partners,Base Station,47
32682,223784067,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
32683,223784067,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
35916,223784067,purchase,2014-02-12,Electronic Exp,,Dist Partners,Status Indicator Sm,203
32066,223784067,purchase,2014-02-14,Electronic Exp,,Dist Partners,Dashboard,344
29346,223784067,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
32684,223784067,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
24396,223784573,purchase,2014-02-05,Distrib B,,Dist Partners,Dashboard,344
43786,223785585,purchase,2013-10-16,Best Buy,,Retail,Base Station,47
35148,223785585,purchase,2013-11-20,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
15299,223786091,purchase,2013-12-03,other,,Dist Partners,Base Station,47
15183,223786091,purchase,2014-02-27,other,,Dist Partners,Alarm,699
15165,223786091,purchase,2014-03-10,other,,Dist Partners,Launch Button,699
36816,223786597,purchase,2013-11-21,Southern,,Retail,Status Indicator Md,295
37467,223786597,purchase,2013-12-18,other,,Online,Base Station,47
29579,223787609,purchase,2013-10-14,other,,Dist Partners,Status Indicator Sm,203
29580,223787609,purchase,2013-10-14,other,,Dist Partners,Status Indicator Sm,203
29581,223787609,purchase,2013-12-18,other,,Dist Partners,Status Indicator Sm,203
28606,223787609,purchase,2014-01-24,other,,Dist Partners,Spy Camera,699
23987,223787609,purchase,2014-02-19,other,,Dist Partners,Launch Button,699
30788,223787609,purchase,2014-02-19,other,,Dist Partners,Base Station,47
41297,223788115,purchase,2014-02-05,other,,Dist Partners,Launch Button,699
42015,223788115,purchase,2014-02-05,other,,Dist Partners,Status Indicator Lg,397
43207,223788115,purchase,2014-02-05,other,,Dist Partners,Status Indicator Md,295
43429,223788115,purchase,2014-11-13,other,,Dist Partners,Status Indicator Md,295
15285,223788621,purchase,2014-01-08,Amazon.com,,Retail,Base Station,47
29394,223788621,purchase,2014-01-28,Amazon.com,,Retail,Status Indicator Sm,203
37117,223789127,purchase,2013-12-26,Amazon.com,,Retail,Base Station,47
35942,223789127,purchase,2014-02-11,Amazon.com,,Retail,Status Indicator Sm,203
35943,223789127,purchase,2014-03-18,Amazon.com,,Retail,Status Indicator Sm,203
24397,223789633,purchase,2013-09-23,Cambridge,,Retail,Dashboard,344
25831,223789633,purchase,2013-11-13,Best Buy,,Retail,Base Station,47
25423,223789633,purchase,2013-11-18,Best Buy,,Retail,Status Indicator Md,295
24875,223789633,purchase,2014-02-03,Best Buy,,Retail,Status Indicator Sm,203
24876,223789633,purchase,2014-02-17,Best Buy,,Retail,Status Indicator Sm,203
24877,223789633,purchase,2014-02-17,Best Buy,,Retail,Status Indicator Sm,203
41018,223790139,purchase,2013-10-22,Amazon.com,,Retail,Base Station,47
41017,223790139,purchase,2013-12-05,Target,,Retail,Base Station,47
39882,223790139,purchase,2014-02-19,Amazon.com,,Retail,Status Indicator Sm,203
42796,223790139,purchase,2014-02-19,Amazon.com,,Retail,Status Indicator Sm,203
31788,223790645,purchase,2013-11-13,Amazon.com,,Retail,Dashboard + Monitor,502
34088,223791657,purchase,2013-12-19,Computer Discounter,,Dist Partners,Base Station,47
32949,223791657,purchase,2014-02-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
36197,223791657,purchase,2014-02-07,Computer Discounter,,Dist Partners,Status Indicator Sm,203
37332,223792163,purchase,2014-02-20,Distrib A,,Dist Partners,Base Station,47
43615,223793175,purchase,2013-12-10,Computer Discounter,,Dist Partners,Base Station,47
42012,223793175,purchase,2013-12-16,Computer Discounter,,Dist Partners,Status Indicator Lg,397
32113,223793175,purchase,2014-01-09,Computer Discounter,,Dist Partners,Dashboard,344
24289,223793175,purchase,2014-07-07,Flagship Stores,,Holographic Commerce,Spy Camera,699
30608,223793681,purchase,2013-12-17,online,,Dist Partners,Base Station,47
37034,223794187,purchase,2014-02-25,other,,Dist Partners,Base Station,47
30403,223794693,purchase,2014-02-06,Distrib A,,Dist Partners,Base Station,47
50609,223794693,purchase,2014-04-09,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
50608,223794693,purchase,2014-08-08,Distrib A,,Dist Partners,Status Indicator Sm,203
41848,223795199,purchase,2013-11-01,other,,Dist Partners,Dashboard,344
